,WS_intensity,bunched,logical_PI_KFA45.K.value,peakLineDensity,WS_emittance_x,WS_emittance_y,deltaP_P_rms
2017-08-24 18:06:43.900,78.01476,False,0.003774,5.90553063233,1.43679948795,1.26862482518,0.000886045577672
2017-08-24 18:07:34.300,77.83224,False,0.003774,5.84071782753,1.43575788389,1.26869003486,0.0008804584099
2017-08-24 18:08:24.700,77.13255,False,0.003774,5.93745759328,1.31908638481,1.27874421567,0.000897533243265
2017-08-24 18:09:15.100,78.07561,False,0.003811,5.79360172333,1.33606309237,1.32981129032,0.000900339842401
2017-08-24 18:10:05.500,78.65361,True,0.003811,1.37550446698,1.96020575631,1.549850948,0.000843396062773
2017-08-24 18:10:55.900,77.87787,True,0.003811,1.35928476147,1.76491483005,1.48433206646,0.00084908032439
2017-08-24 18:11:46.300,77.10213,True,0.003811,1.35396100623,1.80729003703,1.47002179925,0.000848350503102
2017-08-24 18:12:36.700,78.07561,True,0.003811,1.37126344021,1.85461223257,1.49280708816,0.00084876947008
2017-08-24 18:13:27.100,81.17855,True,0.003811,15.8117102144,2.0961966714,1.52636278193,0.00072497240386
2017-08-24 18:14:17.500,78.62318,False,0.003811,5.85024835425,1.47514715901,1.35403303123,0.000879407694435
2017-08-24 18:15:07.900,79.61187,False,0.003811,5.85176471061,1.47301150628,1.36392585492,0.000870752330551
2017-08-24 18:15:58.300,78.76009,False,0.003811,5.85473218232,1.36455837012,1.3282923178,0.000893309421996
2017-08-24 18:16:48.700,77.77139,False,0.003811,5.9777319844,1.41735465998,1.34181570775,0.000891764629676
2017-08-24 18:17:39.100,77.3455,False,0.003848,5.82666887102,1.37248533043,1.30881338059,0.000896694161679
2017-08-24 18:18:29.500,76.09824,True,0.003848,1.38509554835,1.85949842119,1.50834735648,0.000840338387118
2017-08-24 18:19:19.900,78.82092,True,0.003848,1.37234612626,1.8746849841,1.55137455805,0.000843885786916
2017-08-24 18:20:10.300,78.68403,True,0.003848,1.35930505412,1.88311625915,1.52436239192,0.000843650695332
2017-08-24 18:21:00.700,77.58887,True,0.003848,1.37390627792,1.85750580561,1.50752567841,0.000844004526174
2017-08-24 18:21:51.100,79.01866,True,0.003848,47.0168458333,2.57882830301,1.5238992726,0.000112642149769
2017-08-24 18:22:41.500,79.30766,False,0.003848,5.83164351815,1.47529222897,1.32240877875,0.00090881008772
2017-08-24 18:23:31.900,77.89308,False,0.003848,5.83156412033,1.51376636034,1.33104090295,0.000888997515209
2017-08-24 18:24:22.300,79.5054,False,0.003848,5.80923936435,1.4970637427,1.35982366576,0.000908687125179
2017-08-24 18:25:12.700,78.83613,False,0.003848,5.8337940503,1.58670335009,1.36037914578,0.000876818093037
2017-08-24 18:26:03.100,80.35719,False,0.003885,5.94730694323,1.43848039903,1.39914311355,0.000887249590014
2017-08-24 18:26:53.500,77.68014,True,0.003885,1.34000066963,1.91439898449,1.55341629363,0.000860906725247
2017-08-24 18:27:43.900,78.66882,True,0.003885,1.37112499541,1.97559593161,1.61051179097,0.000846360098124
2017-08-24 18:28:34.300,81.05687,True,0.003885,1.35237697717,2.05269127912,1.65813973238,0.000847835238777
2017-08-24 18:29:24.700,80.3876,True,0.003885,1.3578790578,1.95081632925,1.64944133821,0.000849732108251
2017-08-24 18:30:15.100,74.51634,True,0.003885,,,1.48959608223,
2017-08-24 18:31:05.500,77.17819,False,0.003885,5.86652372912,1.51731131397,1.38887252638,0.000885727445646
2017-08-24 18:31:55.900,79.58144,False,0.003885,5.92405308448,1.56823473728,1.36577255496,0.00090236604949
2017-08-24 18:32:46.300,76.99566,False,0.003885,5.72879931068,1.44703312234,1.37473173064,0.000895025176578
2017-08-24 18:33:36.700,75.62672,False,0.003885,5.93798956239,1.45807081538,1.38405082436,0.000914439285076
2017-08-24 18:34:27.100,78.1973,False,0.003922,5.88594040853,1.52722144854,1.37144631889,0.000890516794586
2017-08-24 18:35:17.500,79.84003,True,0.003922,1.38140640821,2.06418367459,1.67351469258,0.000842028045242
2017-08-24 18:36:07.900,79.68792,True,0.003922,1.39027775616,2.09671523322,1.66262869933,0.000832501376251
2017-08-24 18:36:58.300,79.10992,True,0.003922,1.36804242683,1.95690341771,1.65257766842,0.000841942240918
2017-08-24 18:37:48.700,75.70277,True,0.003922,1.37519220208,1.83443706702,1.53616035086,0.000838048150025
2017-08-24 18:38:39.100,79.23161,False,0.003922,5.81458888852,1.96861284894,1.62599076761,0.000877181044514
2017-08-24 18:39:29.500,79.71835,False,0.003922,5.82255695038,1.532325377,1.41259304651,0.000902365184102
2017-08-24 18:40:18.700,80.41803,False,0.003922,5.94716636811,1.61880431896,1.42612364668,0.000891059094336
2017-08-24 18:41:09.100,78.36461,False,0.003922,5.90092575351,1.39803339977,1.25127499306,0.000884543452985
2017-08-24 18:42:00.700,80.75266,False,0.003922,5.8413270932,1.4219699078,1.3255665844,0.000894676514603
2017-08-24 18:44:36.700,75.88529,True,0.00333,1.39662946694,1.99379507012,1.78391340114,0.000839694402267
2017-08-24 18:45:27.100,79.06429,True,0.00333,1.37797598818,2.08785878725,1.78391340114,0.000842730435546
2017-08-24 18:46:12.700,76.23513,True,0.00333,1.35934293499,2.07997603008,1.85091135718,0.000846980351195
2017-08-24 18:47:01.900,77.33029,True,0.00333,1.40172575792,2.21061030435,1.76272931426,0.000828382758087
2017-08-24 18:47:53.500,76.98045,True,0.00333,1.37312027047,2.09956926278,1.74077273009,0.000845322713618
2017-08-24 18:48:43.900,73.96877,True,0.00333,55.4918881944,2.73285808471,1.69839510437,0.000143393877133
2017-08-24 18:49:34.300,78.86655,False,0.00333,5.81617806339,2.07629277636,1.53103308016,0.000893124388215
2017-08-24 18:50:24.700,80.99603,False,0.00333,5.79009023856,1.93249504332,1.57469242986,0.000889123725049
2017-08-24 18:51:15.100,79.24682,False,0.00333,5.8042463947,2.14069500671,1.52092696226,0.000878724759461
2017-08-24 18:52:05.500,79.93129,False,0.00333,5.85460456667,1.90206228615,1.55695849329,0.000899728744475
2017-08-24 18:53:46.300,-0.01805,True,0.003367,1.3701923676,74.5589428315,8.00361001667,0.000834785312614
2017-08-24 18:54:22.300,77.01087,True,0.003367,1.38156713745,1.99364122905,1.66319566911,0.000843024138762
2017-08-24 18:54:58.300,77.4976,True,0.003367,1.37169522637,1.99245674742,1.6844648948,0.000846565739513
2017-08-24 18:55:34.300,75.09435,True,0.003367,1.38003281217,2.04134740811,1.73707757251,0.000834118191182
2017-08-24 18:56:10.300,74.8814,True,0.003367,17.6542094167,2.33394197998,1.62218211514,0.000612499010125
2017-08-24 18:56:46.300,79.44456,False,0.003367,5.89858428305,1.9885295097,1.55033394745,0.000903597806642
2017-08-24 18:57:22.300,77.90829,False,0.003367,5.86178518916,1.9333714633,1.4421474011,0.000879104358016
2017-08-24 18:57:58.300,77.52802,False,0.003367,5.81738247053,1.92543794629,1.48703549059,0.000897472241527
2017-08-24 18:58:34.300,74.57719,False,0.003367,5.90911868951,2.03512719283,1.46094138174,0.000882911734437
2017-08-24 18:59:10.300,78.80571,False,0.003404,5.85959611241,2.0723861635,1.46519384145,0.000892415652495
2017-08-24 18:59:46.300,74.10567,True,0.003404,1.39296840167,1.996422779,1.60054303434,0.000831101977048
2017-08-24 19:00:22.300,77.45198,True,0.003404,1.36368192264,1.95931466211,1.64638165577,0.00084552293728
2017-08-24 19:00:58.300,76.87398,True,0.003404,1.38382027305,1.96967791328,1.65481455288,0.000831439471865
2017-08-24 19:01:34.300,75.17039,True,0.003404,1.40262281529,1.94136050958,1.59223036711,0.000834877090917
2017-08-24 19:02:10.300,76.18951,True,0.003404,2.96267547746,1.34931878967,1.65857080914,0.00112628172571
2017-08-24 19:02:46.300,76.79792,False,0.003404,5.86622715781,2.03132899927,1.49566628526,0.00088779873645
2017-08-24 19:03:22.300,80.17466,False,0.003404,5.82232542408,1.92574717585,1.50484726252,0.000903813224747
2017-08-24 19:03:58.300,79.12513,False,0.003404,5.85558896534,1.63017906441,1.51055805119,0.000888682280362
2017-08-24 19:04:34.300,76.09824,False,0.003404,5.8201055993,1.9263275092,1.45778537052,0.000888594551404
2017-08-24 19:05:10.300,79.35329,False,0.003441,5.82236846727,1.73934605974,1.48482375754,0.000892908635909
2017-08-24 19:05:46.300,78.3494,True,0.003441,1.38696100946,1.9587094356,1.57099401532,0.000837363721279
2017-08-24 19:06:22.300,76.79792,True,0.003441,1.37763405372,1.87129490083,1.59522334986,0.000854129909878
2017-08-24 19:06:58.300,77.11735,True,0.003441,1.36203980998,1.94116134586,1.6068777067,0.000858988079245
2017-08-24 19:07:34.300,74.51634,True,0.003441,1.38745915285,1.85826125398,1.55078543788,0.000836071718913
2017-08-24 19:08:10.300,78.3494,True,0.003441,28.0799447014,2.27259259883,1.64413732556,0.00063895049605
2017-08-24 19:08:46.300,80.44845,False,0.003441,5.96830605617,1.81098228808,1.44349416036,0.000907034039846
2017-08-24 19:09:22.300,76.46329,False,0.003441,5.85267593528,1.97698906278,1.37022828064,0.000884157594057
2017-08-24 19:09:58.300,78.02998,False,0.003441,5.85618507741,1.74973774016,1.4230952982,0.000876101566836
2017-08-24 19:10:34.300,78.2125,False,0.003441,5.79950123604,1.73133401157,1.43290762678,0.000910654421019
